,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
941,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,gauloise 5,gaul,2.0,,50.0,125.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
942,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,gauloise_4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,gauloise 1
943,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,tarraconesian,tarraconesis,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,most probable due to the scarcity of other-content amphoras produced in this region,tyrrhenian,unknown
944,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 2-4_2,tarraconesis,7.0,,-25.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 2-4
945,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,haltern 70,baetica,2.0,,-80.0,192.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,defrutum,,tyrrhenian,
946,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 7-11,baetica,24.0,,-30.0,96.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
947,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 17,baetica,1.0,,50.0,100.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,
948,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,beltran iia,baetica,4.0,,10.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,beltran iia
949,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,beltran iib,baetica,3.0,,15.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,beltran iib
950,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 14a,baetica,6.0,,50.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,dr 14
951,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 14b,lusitania,2.0,,50.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,dr 14
952,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,almagro 50,lusitania,3.0,,200.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,
953,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 20,baetica,55.0,,1.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,
954,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,almagro 55,lusitania,2.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,"Peacock, Williams 1986, 213",tyrrhenian,
955,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 30,africa,28.0,,200.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
956,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,uzita,africa,1.0,,100.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
957,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia lix,africa,1.0,,50.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,
958,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia xxiii,africa,3.0,,50.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
959,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaia,africa,8.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,africana_1
960,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaib,africa,11.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,africana_1
961,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanai,africa,3.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,africana_1
962,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaiid,africa,1.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,africana_2
963,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaii,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,africana_2
964,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,african_3,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1
965,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,tripolitana i,tripolitania,1.0,,1.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,
966,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,schoene-mau 35,africa,8.0,,30.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
967,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia i 457,africa,5.0,,50.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"fractional Dr 2-4, see Panell, Rizzo 2014, 289",tyrrhenian,
968,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,agora m254,sicilia,4.0,,1.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
969,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia ii 523,sicilia,2.0,,50.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Panell, Rizzo 2014, 415, tab 12.",tyrrhenian,ostia ii 522-523
970,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,egyptian,egypt,2.0,,-25.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
971,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,agora f65-66,anatolia,13.0,,-50.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,
972,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia i 310,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
973,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia iv 236,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
974,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,agora m255,aegean/oriental,2.0,,350.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"it is a 4th c. form of MRA3 file:///Users/paulik/Downloads/Excavation_for_the_New_Acropolis_Museum.pdf, since MRA3 and LRA3 were classified as wine jars this should be the sam, though garum and unguents have also been proposed as the possible content, literary evidence suggests that the area they were roduced was a wine producing region",tyrrhenian,
975,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia i 365,aegean/oriental,2.0,,80.0,90.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
976,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,cos/rhodes,aegean,3.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 2-5 
977,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 2-4,aegean,3.0,,-100.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
978,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,camulodunum 184,aegean,6.0,,-25.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
979,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 43_1,aegean,2.0,,1.0,250.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 43
980,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ac1,aegean,4.0,,1.0,350.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,ac1
981,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia i 458-459,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
982,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,schoene-mau 38,aegean,2.0,,-200.0,125.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
983,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,beltran 72,baetica,3.0,,250.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,
984,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,tripolitana ii,tripolitania,2.0,,1.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
985,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,tripolitana iii,tripolitania,4.0,,209.0,440.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,
986,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,kapitan 1,aegean/oriental,5.0,,75.0,350.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
987,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,kapitan 2,aegean/oriental,2.0,,175.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
988,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,keay 52,calabria/sicilia,4.0,,350.0,700.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
989,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,spatheia,africa,4.0,,375.0,700.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
990,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,lra1,aegean/oriental,2.0,,250.0,650.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Piéri (2005), visible pitch-lining",tyrrhenian,
991,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,lra4/5,oriental,2.0,,100.0,750.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,lra4
992,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LR,-150.0,-1.0,dr 1,tyrrhenian italy,11.0,,-150.0,-50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
993,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LR,-150.0,-1.0,lamb.2,adriatic italy,1.0,,-200.0,-25.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,
994,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,5.0,,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4
995,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 21-22,s italy/em,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,
996,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,6.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ostia iii 369
997,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia ii 522-523,calabria/sicilia,2.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,
998,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,gauloise_2,gaul,9.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,gauloise 1
999,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 20,baetica,4.0,,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,
1000,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,beltran iia,baetica,2.0,,10.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iia
1001,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 14,baetica,3.0,,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,
1002,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 28,baetica,1.0,,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
1003,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,baetican,baetica,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1004,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 14 similis,lusitania,1.0,,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,
1005,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,spanish_1,spain,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,unknown
1006,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia ii 522/iii 464,africa,1.0,,-25.0,500.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,ostia ii 522-523
1007,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia lix,africa,2.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,
1008,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia xxiii,africa,1.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
1009,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,africanai,africa,5.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,africana_1
1010,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,africanaii,africa,2.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,africana_2
