,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name,Amphora_type_merged
979,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 43_1,aegean,2.0,,1.0,250.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 43,dr 43
980,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ac1,aegean,4.0,,1.0,350.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,ac1,ac1
981,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia i 458-459,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,,ostia i 458-459
982,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,schoene-mau 38,aegean,2.0,,-200.0,125.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,,schoene-mau 38
983,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,beltran 72,baetica,3.0,,250.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,,beltran 72
984,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,tripolitana ii,tripolitania,2.0,,1.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,tripolitana ii
985,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,tripolitana iii,tripolitania,4.0,,209.0,440.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,,tripolitana iii
986,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,kapitan 1,aegean/oriental,5.0,,75.0,350.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,,kapitan 1
987,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI/LI,200.0,400.0,kapitan 2,aegean/oriental,2.0,,175.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,,kapitan 2
988,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,keay 52,calabria/sicilia,4.0,,350.0,700.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,,keay 52
989,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,spatheia,africa,4.0,,375.0,700.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,,spatheia
990,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,lra1,aegean/oriental,2.0,,250.0,650.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Piéri (2005), visible pitch-lining",tyrrhenian,,lra1
991,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LI,300.0,700.0,lra4/5,oriental,2.0,,100.0,750.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,lra4,lra4
992,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LR,-150.0,-1.0,dr 1,tyrrhenian italy,11.0,,-150.0,-50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,,dr 1
993,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",LR,-150.0,-1.0,lamb.2,adriatic italy,1.0,,-200.0,-25.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,,lamb.2
994,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,5.0,,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
995,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 21-22,s italy/em,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,,dr 21-22
996,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,6.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ostia iii 369,ostia iii 369
997,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia ii 522-523,calabria/sicilia,2.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,,ostia ii 522-523
998,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,gauloise_2,gaul,9.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,gauloise 1,gauloise 1
999,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 20,baetica,4.0,,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,,dr 20
1000,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,beltran iia,baetica,2.0,,10.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iia,beltran iia
1001,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 14,baetica,3.0,,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,,dr 14
1002,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 28,baetica,1.0,,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,dr 28
1003,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,baetican,baetica,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,baetican
1004,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 14 similis,lusitania,1.0,,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,,dr 14 similis
1005,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,spanish_1,spain,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,unknown,unknown
1006,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia ii 522/iii 464,africa,1.0,,-25.0,500.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,ostia ii 522-523,ostia ii 522-523
1007,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia lix,africa,2.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,,ostia lix
1008,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ostia xxiii,africa,1.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,ostia xxiii
1009,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,africanai,africa,5.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,africana_1,africana_1
1010,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,africanaii,africa,2.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,africana_2,africana_2
1011,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,schoene-mau 35,africa,7.0,,30.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,schoene-mau 35
1012,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,african_3,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1,africana_1
1013,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 2-4,aegean,3.0,,-100.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,dr 2-4
1014,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,camulodunum 184,aegean,12.0,,-25.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,,camulodunum 184
1015,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 43_1,aegean,4.0,,1.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 43,dr 43
1016,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ac2,aegean,1.0,,1.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ac2,ac2
1017,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ac1,aegean,6.0,,1.0,350.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ac1,ac1
1018,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,aegean/oriental
1019,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,aegean/oriental
1020,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,aegean/oriental
1021,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,aegean/oriental
1022,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,aegean/oriental
1023,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,kingsholm 117,oriental,1.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,,kingsholm 117
1024,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,oriental,oriental,17.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,oriental
1025,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI/LI,200.0,400.0,ostia vi 17-20/late campanian,tyrrhenian italy,1.0,,150.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Campanian origin, ager Falernus, see Panella, Rizzo 2014, 115",tyrrhenian,,ostia vi 17-20/late campanian
1026,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI/LI,200.0,400.0,kapitan 1,aegean/oriental,7.0,,75.0,350.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,kapitan 1
1027,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",LI,300.0,700.0,africanaiii,africa,1.0,,275.0,450.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,africanaiiia,africanaiiia
1028,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",LR/EI,-100.0,50.0,van der werff,africa,2.0,,-225.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,,van der werff
1029,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 2-4_5,tyrrhenian italy,38.0,Antonine,-70.0,225.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1030,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 6a,adriatic italy,1.0,Antonine,-25.0,50.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,,dr 6a
1031,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,74.0,Antonine,50.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,ostia iii 369,ostia iii 369
1032,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,forlimpopoli,adriatic italy,2.0,Antonine,-25.0,300.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,"garum suggested for the type A and D, but unconfirmed",tyrrhenian,,forlimpopoli
1033,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise 4,gaul,10.0,Antonine,50.0,300.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,,gauloise 4
1034,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise 5,gaul,1.0,Antonine,50.0,125.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,,gauloise 5
1035,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise_3,gaul,22.0,Antonine,150.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,gauloise 1,gauloise 1
1036,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,haltern 70,baetica,1.0,Antonine,-80.0,192.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,defrutum,,tyrrhenian,,haltern 70
