,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
847,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 2-4_2,tarraconesis,37.0,,-25.0,200.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 2-4,dr 2-4,,wine,
848,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 7-11,tarraconesis,1.0,,-30.0,96.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
849,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 20,baetica,21.0,,1.0,300.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 20,dr 20,,olive oil,
850,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,haltern 70,baetica,6.0,,-80.0,192.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,haltern 70,haltern 70,,defrutum,
851,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,baetican,baetica,3.0,,1.0,200.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,baetican,baetican,,unknown,
852,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 2-4_6,baetica,26.0,,1.0,125.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 2-4,dr 2-4,,wine,
853,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 7-11,baetica,4.0,,-30.0,96.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
854,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,beltran iib,baetica,2.0,,15.0,150.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,beltran iib,beltran iib,,fish sauce,
855,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 2-4_1,africa,2.0,,-25.0,100.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 2-4,dr 2-4,,wine,
856,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1.0,200.0,dr 2-4,aegean,2.0,,-100.0,200.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 2-4,dr 2-4,,wine,
857,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI/LI,1.0,200.0,african,africa,2.0,,1.0,200.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,african,african,merge with Africana,unknown,
858,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LI,1.0,200.0,africanai,africa,2.0,,150.0,400.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,africanai,africanai,,olive oil,
859,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LI,1.0,200.0,keay 25,africa,1.0,,300.0,450.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,keay 25,keay 25,,unknown,
860,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LR,1.0,200.0,dr 1,tyrrhenian italy,5.0,,-150.0,-50.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,dr 1,dr 1,,wine,
861,"porto maurizio, liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LR/EI,-100.0,50.0,pascual 1,tarraconesis,5.0,,-50.0,79.0,,43.881882,9011-08-01 00:00:00,"porto maurizio, liguria",porto maurizio,urban,,pascual 1,pascual 1,,wine,
862,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,africanaia,africa,10.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaia,africanaia,,olive oil,
863,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,africanaib,africa,10.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaib,africanaib,,olive oil,
864,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,africanaic,africa,10.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaic,africanaic,,olive oil,
865,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,africanaiia,africa,1.0,,150.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaiia,africanaiia,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
866,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,ostia vi 263,africa,5.0,,150.0,200.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,ostia vi 263,ostia vi 263,,fish sauce,"Panella, Rizzo 2014, 236, tab 32b"
867,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,schoene-mau 38,aegean,9.0,,-200.0,125.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,schoene-mau 38,schoene-mau 38,,wine,
868,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,agora f65-66,anatolia,5.0,,-50.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,agora f65-66,agora f65-66,,wine,"Panell, Rizzo 2014, 390"
869,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,ac2,aegean,1.0,,1.0,225.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,ac2,ac2,,wine,
870,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,agora m329,cilicia,2.0,,1.0,200.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,agora m329,agora m329,,wine,
871,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,dr 24,aegean,1.0,,1.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,dr 24,dr 24,,olive oil,"Panella, Rizzo 2014, 90, tab. 7"
872,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,sivc,black sea,1.0,,1.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,sivc,sivc,,wine,"after Panella, Rizzo 2014, 90, tab. 7"
873,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,kapitan 2,aegean/oriental,2.0,,175.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,kapitan 2,kapitan 2,,wine,
874,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,dr 20,dr 20,,olive oil,
875,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200.0,400.0,tripolitana ,tripolitania,1.0,,1.0,440.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,tripolitana ,tripolitana ,,unknown,
876,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200.0,400.0,dr 30,africa,16.0,,200.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,dr 30,dr 30,,wine,
877,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200.0,400.0,proto-lr1,orient,6.0,,200.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,proto-lr1,proto-lr1,,wine,
878,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200.0,400.0,agora m254,sicilia,10.0,,1.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,agora m254,agora m254,,wine,
879,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,africanaiic,africa,7.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaiic,africanaiic,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
880,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,africanaiic,africa,7.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaiic,africanaiic,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
881,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,africanaiid,africa,16.0,,150.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaiid,africanaiid,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
882,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,africanaiiia,africa,3.0,,275.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,africanaiiia,africanaiiia,,wine,https://halshs.archives-ouvertes.fr/halshs-03506183/document
883,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,chalk 6,unknown,3.0,,250.0,400.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,chalk 6,chalk 6,,unknown,
884,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,dr 23,baetica,17.0,,250.0,525.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,dr 23,dr 23,,olive oil,
885,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1.0,200.0,beltran 68,baetica,3.0,,150.0,200.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,beltran 68,beltran 68,,wine,"based on the shape heredited proably after Gaulish amphoras, see http://amphorae.icac.cat/amphora/beltran-68-baetica-coast"
886,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,beltran 72,baetica,2.0,,250.0,500.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,beltran 72,beltran 72,,fish sauce,
887,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,almagro 51c,lusitania,4.0,,200.0,500.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,almagro 51c,almagro 51c,,fish sauce,
888,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,mid-roman campanian,tyrrhenian italy,28.0,,150.0,300.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,mid-roman campanian,mid-roman campanian,,wine,Campania was famous for wine production
889,"rione terra, puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300.0,700.0,ostia i 455/iv 166,sicilia,8.0,,300.0,600.0,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"rione terra, puteoli",puteoli,urban,,ostia i 455/iv 166,ostia i 455/iv 166,,unknown,
890,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,25.0,,-70.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 2-4,dr 2-4,,wine,
891,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 21-22,nan,3.0,,-25.0,100.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 21-22,dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
892,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 26,nan,1.0,,-150.0,-1.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 26,dr 26,,olive oil,"unconfirmed, but no other possible content suggested"
893,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,3.0,,50.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,spello/ostia ii 521/ iii 369-370,spello/ostia ii 521/ iii 369-370,,wine,
894,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,pompeii 6,nan,2.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,pompeii 6,pompeii 6,,wine,
895,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,richborough 527,nan,1.0,,-25.0,125.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,richborough 527,richborough 527,,alum,
896,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,gauloise 4,gaul,7.0,,50.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,gauloise 4,gauloise 4,,wine,
897,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,gauloise 5,gaul,2.0,,50.0,125.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,gauloise 5,gauloise 5,,wine,
898,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,gauloise_4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,gauloise,gauloise,,wine,
899,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,tarraconesian,tarraconesis,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,tarraconesian,tarraconesian,,wine,most probable due to the scarcity of other-content amphoras produced in this region
900,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 2-4_2,tarraconesis,7.0,,-25.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 2-4,dr 2-4,,wine,
901,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,haltern 70,baetica,2.0,,-80.0,192.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,haltern 70,haltern 70,,defrutum,
902,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 7-11,baetica,24.0,,-30.0,96.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
903,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 17,baetica,1.0,,50.0,100.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 17,dr 17,,fish sauce,
904,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,beltran iia,baetica,4.0,,10.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,beltran iia,beltran iia,,fish sauce,
905,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,beltran iib,baetica,3.0,,15.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,beltran iib,beltran iib,,fish sauce,
906,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 14a,baetica,6.0,,50.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 14a,dr 14a,,fish sauce,
907,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 14b,lusitania,2.0,,50.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 14b,dr 14b,,fish sauce,
908,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,almagro 50,lusitania,3.0,,200.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,almagro 50,almagro 50,,fish sauce,
909,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 20,baetica,55.0,,1.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 20,dr 20,,olive oil,
910,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,almagro 55,lusitania,2.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,almagro 55,almagro 55,,olive oil,"Peacock, Williams 1986, 213"
911,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,dr 30,africa,28.0,,200.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,dr 30,dr 30,,wine,
912,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,uzita,africa,1.0,,100.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,uzita,uzita,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
913,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia lix,africa,1.0,,50.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,ostia lix,ostia lix,,olive oil,"Panella, Rizzo 2014, 86, tab 6a"
914,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,ostia xxiii,africa,3.0,,50.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,ostia xxiii,ostia xxiii,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
915,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaia,africa,8.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,africanaia,africanaia,,olive oil,
916,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaib,africa,11.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,africanaib,africanaib,,olive oil,
917,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanai,africa,3.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,africanai,africanai,,olive oil,
918,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaiid,africa,1.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,africanaiid,africanaiid,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
919,"roma, domus tiberiana","Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002",EI,1.0,200.0,africanaii,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"roma, domus tiberiana",roma,urban,,africanaii,africanaii,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
